CustomerID,TotalRevenue,TotalPurchases,TotalQuantity,UniqueProducts,Country,AverageOrderValue,Recency,Frequency,Monetary,Cluster
C10439,9436.18,2,20,6,United Kingdom,4718.09,273,2,9436.18,2
C10440,7407.2,3,19,8,France,2469.0666666666666,50,3,7407.2,0
C10441,5264.360000000001,1,8,2,India,5264.360000000001,198,1,5264.360000000001,2
C10442,12402.699999999999,2,14,8,Canada,6201.349999999999,103,2,12402.699999999999,0
C10445,16807.61,4,35,8,Netherlands,4201.9025,57,4,16807.61,1
C10446,4272.34,2,16,3,India,2136.17,37,2,4272.34,0
C10447,18954.88,2,28,9,Germany,9477.44,48,2,18954.88,0
C10448,2683.44,1,4,1,United Kingdom,2683.44,133,1,2683.44,0
C10449,11574.48,3,23,7,EIRE,3858.16,82,3,11574.48,0
C10450,19304.76,1,10,2,United Kingdom,19304.76,117,1,19304.76,0
C10451,4074.1200000000003,1,5,2,Netherlands,4074.1200000000003,98,1,4074.1200000000003,0
C10452,22883.69,3,27,8,Germany,7627.8966666666665,98,3,22883.69,1
C10453,3194.5200000000004,1,10,4,United Kingdom,3194.5200000000004,2,1,3194.5200000000004,0
C10454,16295.23,3,16,7,United Kingdom,5431.743333333333,201,3,16295.23,2
C10455,29133.94,2,36,8,United Kingdom,14566.97,144,2,29133.94,1
C10456,5270.35,2,9,3,India,2635.175,210,2,5270.35,2
C10457,14537.21,2,18,6,Germany,7268.605,147,2,14537.21,0
C10458,15325.02,3,29,6,United Kingdom,5108.34,90,3,15325.02,0
C10460,31889.95,7,43,14,United Kingdom,4555.707142857143,5,7,31889.95,1
C10461,22851.14,4,33,9,United Kingdom,5712.785,28,4,22851.14,1
C10462,11541.15,2,17,8,United Kingdom,5770.575,173,2,11541.15,2
C10464,559.92,1,1,1,United Kingdom,559.92,254,1,559.92,2
C10465,6530.26,1,13,5,United Kingdom,6530.26,251,1,6530.26,2
C10466,7289.400000000001,2,9,4,United Kingdom,3644.7000000000003,47,2,7289.400000000001,0
C10467,533.46,1,1,1,United Kingdom,533.46,34,1,533.46,0
C10468,18005.9,4,23,10,India,4501.475,28,4,18005.9,1
C10469,25102.22,3,37,12,India,8367.406666666668,152,3,25102.22,1
C10470,5281.51,2,10,4,United Kingdom,2640.755,58,2,5281.51,0
C10472,31476.42,3,28,9,United Kingdom,10492.14,100,3,31476.42,1
C10473,15412.0,2,14,5,United Kingdom,7706.0,1,2,15412.0,0
C10474,30190.92,3,30,9,United Kingdom,10063.64,47,3,30190.92,1
C10475,30997.710000000003,2,22,7,United Kingdom,15498.855000000001,228,2,30997.710000000003,2
C10476,4404.07,1,3,2,Spain,4404.07,302,1,4404.07,2
C10477,817.29,1,2,2,India,817.29,197,1,817.29,2
C10478,789.9300000000001,1,3,1,India,789.9300000000001,324,1,789.9300000000001,2
C10479,2112.17,1,5,3,EIRE,2112.17,7,1,2112.17,0
C10481,25663.0,3,27,7,United Kingdom,8554.333333333334,181,3,25663.0,1
C10482,4036.01,1,7,3,United Kingdom,4036.01,73,1,4036.01,0
C10483,1770.87,1,3,2,United Kingdom,1770.87,145,1,1770.87,2
C10485,53912.82,5,45,9,EIRE,10782.564,131,5,53912.82,1
C10486,5792.469999999999,2,15,6,Australia,2896.2349999999997,117,2,5792.469999999999,0
C10488,8142.42,2,20,5,Germany,4071.21,73,2,8142.42,0
C10489,73697.70999999999,2,89,7,United Kingdom,36848.854999999996,84,2,73697.70999999999,1
C10490,1315.92,1,6,1,India,1315.92,323,1,1315.92,2
C10491,5913.38,3,6,5,United Kingdom,1971.1266666666668,126,3,5913.38,0
C10492,7612.15,2,17,4,United Kingdom,3806.075,116,2,7612.15,0
C10493,19450.370000000003,2,25,7,United Kingdom,9725.185000000001,208,2,19450.370000000003,2
C10494,7955.540000000001,3,23,6,United Kingdom,2651.846666666667,28,3,7955.540000000001,0
C10495,11123.48,1,8,4,United Kingdom,11123.48,116,1,11123.48,0
C10496,32267.01,3,37,7,India,10755.67,1,3,32267.01,1
C10497,921.8799999999999,2,2,2,United Kingdom,460.93999999999994,17,2,921.8799999999999,0
C10500,10223.95,3,21,9,United Kingdom,3407.9833333333336,24,3,10223.95,0
C10501,12533.15,3,18,9,India,4177.716666666666,31,3,12533.15,0
C10502,32646.529999999995,1,30,6,United Kingdom,32646.529999999995,113,1,32646.529999999995,0
C10503,28211.04,2,16,3,United Kingdom,14105.52,54,2,28211.04,1
C10504,16255.410000000002,2,28,8,United Kingdom,8127.705000000001,78,2,16255.410000000002,0
C10505,12221.84,1,7,3,United Kingdom,12221.84,54,1,12221.84,0
C10507,22423.809999999998,2,25,8,United Kingdom,11211.904999999999,122,2,22423.809999999998,0
C10508,10291.05,2,15,4,United Kingdom,5145.525,62,2,10291.05,0
C10509,11664.34,4,24,8,United Kingdom,2916.085,98,4,11664.34,1
C10510,5071.72,1,5,2,United Kingdom,5071.72,200,1,5071.72,2
C10511,6001.27,1,11,5,United Kingdom,6001.27,239,1,6001.27,2
C10512,4634.0,1,10,1,United Kingdom,4634.0,110,1,4634.0,0
C10514,8815.22,1,16,4,United Kingdom,8815.22,276,1,8815.22,2
C10515,3096.3300000000004,2,6,3,Germany,1548.1650000000002,110,2,3096.3300000000004,0
C10516,216.04,1,1,1,EIRE,216.04,31,1,216.04,0
C10517,3565.58,1,11,4,United Kingdom,3565.58,254,1,3565.58,2
C10518,12829.86,2,18,8,United Kingdom,6414.93,156,2,12829.86,2
C10520,4788.7,2,15,3,United Kingdom,2394.35,152,2,4788.7,2
C10521,12498.7,2,16,7,Singapore,6249.35,72,2,12498.7,0
C10522,8018.3,2,11,4,United Kingdom,4009.15,50,2,8018.3,0
C10523,17657.199999999997,1,9,3,India,17657.199999999997,47,1,17657.199999999997,0
C10524,9991.27,2,10,4,France,4995.635,213,2,9991.27,2
C10526,2350.45,1,6,3,Germany,2350.45,199,1,2350.45,2
C10527,747.97,1,1,1,Portugal,747.97,231,1,747.97,2
C10529,2239.62,1,4,2,United Kingdom,2239.62,140,1,2239.62,2
C10530,18288.06,2,15,3,United Kingdom,9144.03,259,2,18288.06,2
C10532,3589.09,2,7,4,India,1794.545,155,2,3589.09,2
C10533,11163.15,3,18,7,United Kingdom,3721.0499999999997,206,3,11163.15,2
C10536,19187.03,4,38,10,Germany,4796.7575,55,4,19187.03,1
C10537,8988.49,2,15,7,United Kingdom,4494.245,124,2,8988.49,0
C10538,20217.36,3,15,8,India,6739.12,92,3,20217.36,1
C10539,16901.510000000002,3,21,9,Germany,5633.836666666667,138,3,16901.510000000002,1
C10540,16518.72,1,18,8,United Kingdom,16518.72,134,1,16518.72,0
C10541,2875.29,1,3,2,France,2875.29,184,1,2875.29,2
C10542,3483.23,1,10,4,Australia,3483.23,287,1,3483.23,2
C10543,10128.66,2,16,7,United Kingdom,5064.33,5,2,10128.66,0
C10544,7916.12,2,8,3,United Kingdom,3958.06,176,2,7916.12,2
C10545,5076.05,2,13,6,United Kingdom,2538.025,64,2,5076.05,0
C10546,2503.1800000000003,2,3,3,India,1251.5900000000001,161,2,2503.1800000000003,2
C10547,6005.68,1,4,1,Australia,6005.68,222,1,6005.68,2
C10548,11800.5,1,14,4,United Kingdom,11800.5,218,1,11800.5,2
C10549,16242.36,1,7,2,Germany,16242.36,3,1,16242.36,0
C10552,2260.38,1,3,1,India,2260.38,223,1,2260.38,2
C10554,17711.42,2,11,3,France,8855.71,136,2,17711.42,0
C10555,2474.5600000000004,2,6,4,EIRE,1237.2800000000002,124,2,2474.5600000000004,0
C10556,6653.21,2,16,5,India,3326.605,5,2,6653.21,0
C10557,2326.25,1,5,1,United Kingdom,2326.25,273,1,2326.25,2
C10558,10903.060000000001,2,11,6,Canada,5451.530000000001,234,2,10903.060000000001,2
C10559,8573.49,1,13,5,France,8573.49,132,1,8573.49,0
C10560,11202.77,2,21,9,United Kingdom,5601.385,94,2,11202.77,0
C10561,11235.74,2,19,10,United Kingdom,5617.87,241,2,11235.74,2
C10562,2428.23,2,6,4,United Kingdom,1214.115,42,2,2428.23,0
C10564,1160.8,1,2,1,United Kingdom,1160.8,298,1,1160.8,2
C10566,22534.370000000003,3,37,8,EIRE,7511.456666666668,121,3,22534.370000000003,1
C10567,40718.62,3,44,11,United Kingdom,13572.873333333335,47,3,40718.62,1
C10568,6042.469999999999,1,9,3,Australia,6042.469999999999,22,1,6042.469999999999,0
C10569,7419.84,2,14,5,India,3709.92,216,2,7419.84,2
C10571,11321.96,2,16,4,India,5660.98,50,2,11321.96,0
C10572,8703.39,1,13,6,United Kingdom,8703.39,211,1,8703.39,2
C10573,7763.52,2,23,5,Germany,3881.76,258,2,7763.52,2
C10574,3535.92,1,10,3,Australia,3535.92,59,1,3535.92,0
C10575,316.79,1,1,1,United Kingdom,316.79,124,1,316.79,0
C10577,37793.51,3,41,7,United Kingdom,12597.836666666668,55,3,37793.51,1
C10578,823.9,1,2,1,United Kingdom,823.9,4,1,823.9,0
C10579,13689.66,3,20,9,United Kingdom,4563.22,15,3,13689.66,0
C10580,16123.3,3,18,6,Germany,5374.433333333333,62,3,16123.3,0
C10581,2022.72,1,4,2,United Kingdom,2022.72,271,1,2022.72,2
C10583,20364.16,2,22,8,EIRE,10182.08,116,2,20364.16,0
C10584,11195.31,2,20,3,United Kingdom,5597.655,289,2,11195.31,2
C10585,24403.31,4,28,11,Netherlands,6100.8275,147,4,24403.31,1
C10586,9831.650000000001,2,14,5,United Kingdom,4915.825000000001,1,2,9831.650000000001,0
C10587,22423.31,4,30,11,United Kingdom,5605.8275,21,4,22423.31,1
C10588,26297.510000000002,2,21,9,India,13148.755000000001,122,2,26297.510000000002,0
C10589,8256.19,2,16,6,United Kingdom,4128.095,25,2,8256.19,0
C10590,13997.28,3,21,8,United Kingdom,4665.76,138,3,13997.28,0
C10591,3178.46,1,2,1,EIRE,3178.46,121,1,3178.46,0
C10592,21894.72,2,36,8,United Kingdom,10947.36,4,2,21894.72,0
C10593,951.8299999999999,1,3,2,United Kingdom,951.8299999999999,283,1,951.8299999999999,2
C10594,17787.68,3,21,7,France,5929.2266666666665,52,3,17787.68,1
C10595,3012.96,1,6,1,United Kingdom,3012.96,270,1,3012.96,2
C10597,23659.57,5,45,12,India,4731.914,8,5,23659.57,1
C10599,11057.29,1,15,5,United Kingdom,11057.29,39,1,11057.29,0
C10600,11099.289999999999,2,9,4,Portugal,5549.6449999999995,37,2,11099.289999999999,0
C10602,28947.46,2,35,8,Germany,14473.73,219,2,28947.46,2
C10603,27708.129999999997,5,39,9,United Kingdom,5541.625999999999,90,5,27708.129999999997,1
C10605,45612.03,4,52,12,India,11403.0075,61,4,45612.03,1
C10606,22697.19,2,33,10,India,11348.595,169,2,22697.19,2
C10609,34404.01,1,26,3,United Kingdom,34404.01,172,1,34404.01,2
C10610,11151.619999999999,2,20,5,United Kingdom,5575.8099999999995,61,2,11151.619999999999,0
C10611,1204.75,1,4,3,India,1204.75,184,1,1204.75,2
C10612,51759.590000000004,2,41,7,United Kingdom,25879.795000000002,64,2,51759.590000000004,1
C10613,14012.22,2,12,4,India,7006.11,164,2,14012.22,2
C10614,2624.84,1,2,1,United Kingdom,2624.84,252,1,2624.84,2
C10617,4597.21,1,6,2,Germany,4597.21,92,1,4597.21,0
C10618,9899.71,2,12,5,United Kingdom,4949.855,134,2,9899.71,0
C10619,15189.26,4,23,10,India,3797.315,67,4,15189.26,1
C10620,14346.380000000001,3,18,6,United Kingdom,4782.126666666667,37,3,14346.380000000001,0
C10621,3440.1299999999997,2,5,2,United Kingdom,1720.0649999999998,29,2,3440.1299999999997,0
C10622,5035.1,2,3,2,United Kingdom,2517.55,125,2,5035.1,0
C10625,2195.46,1,3,1,United Kingdom,2195.46,305,1,2195.46,2
C10627,3921.41,2,9,3,United Kingdom,1960.705,11,2,3921.41,0
C10628,8265.47,2,13,4,United Kingdom,4132.735,186,2,8265.47,2
C10629,9044.6,2,20,7,United Kingdom,4522.3,106,2,9044.6,0
C10631,6982.46,1,12,4,Canada,6982.46,290,1,6982.46,2
C10633,1877.6799999999998,1,3,2,United Kingdom,1877.6799999999998,113,1,1877.6799999999998,0
C10634,9365.130000000001,4,16,7,United Kingdom,2341.2825000000003,128,4,9365.130000000001,1
C10635,8138.509999999999,1,9,4,United Kingdom,8138.509999999999,72,1,8138.509999999999,0
C10636,11925.45,2,17,4,United Kingdom,5962.725,114,2,11925.45,0
C10637,11912.73,2,34,8,United Kingdom,5956.365,15,2,11912.73,0
C10638,2815.45,1,3,2,United Kingdom,2815.45,158,1,2815.45,2
C10639,11554.95,2,9,5,United Kingdom,5777.475,132,2,11554.95,0
C10641,29436.83,2,26,6,Canada,14718.415,198,2,29436.83,2
C10642,22688.54,4,29,8,United Kingdom,5672.135,57,4,22688.54,1
C10643,11913.41,2,19,6,India,5956.705,66,2,11913.41,0
C10644,581.6700000000001,1,2,2,United Kingdom,581.6700000000001,109,1,581.6700000000001,0
C10645,12384.02,1,14,3,Netherlands,12384.02,300,1,12384.02,2
C10646,8776.39,1,13,3,United Kingdom,8776.39,156,1,8776.39,2
C10647,24087.78,3,29,10,Netherlands,8029.259999999999,38,3,24087.78,1
C10648,2049.04,1,2,1,United Kingdom,2049.04,161,1,2049.04,2
C10649,8806.84,2,11,5,United Kingdom,4403.42,135,2,8806.84,0
C10650,1019.5899999999999,1,3,2,United Kingdom,1019.5899999999999,181,1,1019.5899999999999,2
C10651,550.93,1,2,2,United Kingdom,550.93,85,1,550.93,0
C10652,21540.66,3,36,8,United Kingdom,7180.22,264,3,21540.66,2
C10653,3068.79,1,3,1,Portugal,3068.79,177,1,3068.79,2
C10655,4572.67,1,7,4,EIRE,4572.67,307,1,4572.67,2
C10656,13548.64,1,7,3,United Kingdom,13548.64,4,1,13548.64,0
C10657,19219.48,4,23,8,United Kingdom,4804.87,12,4,19219.48,1
C10658,21806.7,3,35,9,India,7268.900000000001,80,3,21806.7,1
C10659,8066.95,1,13,6,United Kingdom,8066.95,247,1,8066.95,2
C10661,9862.67,2,15,5,United Kingdom,4931.335,135,2,9862.67,0
C10662,17239.74,4,20,10,United Kingdom,4309.935,69,4,17239.74,1
C10663,36501.4,3,34,9,Singapore,12167.133333333333,166,3,36501.4,1
C10664,30239.0,3,41,13,United Kingdom,10079.666666666666,45,3,30239.0,1
C10666,10641.08,2,12,3,India,5320.54,106,2,10641.08,0
C10668,11873.220000000001,2,15,6,United Kingdom,5936.610000000001,192,2,11873.220000000001,2
C10669,5357.17,2,9,3,United Kingdom,2678.585,20,2,5357.17,0
C10672,19608.21,1,10,3,Netherlands,19608.21,304,1,19608.21,2
C10673,28776.49,3,38,10,Singapore,9592.163333333334,97,3,28776.49,1
C10676,7697.97,4,17,9,India,1924.4925,70,4,7697.97,1
C10677,4460.610000000001,2,13,4,Germany,2230.3050000000003,41,2,4460.610000000001,0
C10679,24396.660000000003,2,25,7,United Kingdom,12198.330000000002,149,2,24396.660000000003,0
C10683,17322.16,2,23,7,United Kingdom,8661.08,139,2,17322.16,0
C10684,116064.96000000002,2,52,2,United Kingdom,58032.48000000001,76,2,116064.96000000002,1
C10686,12571.329999999998,2,16,4,United Kingdom,6285.664999999999,99,2,12571.329999999998,0
C10687,24633.129999999997,2,25,5,India,12316.564999999999,11,2,24633.129999999997,0
C10688,9695.630000000001,2,11,4,United Kingdom,4847.8150000000005,161,2,9695.630000000001,2
C10689,11400.2,3,18,6,United Kingdom,3800.066666666667,117,3,11400.2,0
C10690,18387.940000000002,3,25,9,India,6129.313333333334,22,3,18387.940000000002,1
C10692,4960.32,1,14,2,United Kingdom,4960.32,299,1,4960.32,2
C10696,34978.41,5,47,14,India,6995.682000000001,143,5,34978.41,1
C10697,11496.880000000001,1,24,3,India,11496.880000000001,148,1,11496.880000000001,2
C10698,1071.48,1,6,2,Portugal,1071.48,128,1,1071.48,0
C10699,2450.29,1,3,3,United Kingdom,2450.29,184,1,2450.29,2
C10701,6678.049999999999,2,28,5,India,3339.0249999999996,163,2,6678.049999999999,2
C10703,15175.39,2,18,6,EIRE,7587.695,15,2,15175.39,0
C10704,8348.35,3,9,4,United Kingdom,2782.7833333333333,48,3,8348.35,0
C10705,26828.41,2,28,8,United Kingdom,13414.205,48,2,26828.41,0
C10708,6731.86,1,10,4,United Kingdom,6731.86,227,1,6731.86,2
C10709,29757.68,3,38,11,United Kingdom,9919.226666666667,30,3,29757.68,1
C10710,51428.100000000006,4,52,11,United Kingdom,12857.025000000001,21,4,51428.100000000006,1
C10711,4705.72,2,8,5,India,2352.86,275,2,4705.72,2
C10712,1390.17,1,1,1,India,1390.17,229,1,1390.17,2
C10715,4807.2699999999995,2,7,4,United Kingdom,2403.6349999999998,128,2,4807.2699999999995,0
C10716,5683.76,1,4,1,United Kingdom,5683.76,136,1,5683.76,2
C10717,2634.8,1,6,2,United Kingdom,2634.8,44,1,2634.8,0
C10720,14105.25,3,21,10,United Kingdom,4701.75,70,3,14105.25,0
C10721,8297.21,1,5,3,United Kingdom,8297.21,117,1,8297.21,0
C10722,50076.1,2,38,11,Australia,25038.05,235,2,50076.1,1
C10724,9316.59,1,8,4,United Kingdom,9316.59,181,1,9316.59,2
C10725,58475.82,7,83,16,Australia,8353.68857142857,63,7,58475.82,1
C10726,6869.4,3,15,7,Singapore,2289.7999999999997,78,3,6869.4,0
C10727,29786.26,2,43,9,India,14893.13,9,2,29786.26,1
C10732,5970.639999999999,1,10,4,India,5970.639999999999,113,1,5970.639999999999,0
C10733,17340.149999999998,1,27,7,Spain,17340.149999999998,274,1,17340.149999999998,2
C10734,11988.82,3,24,10,United Kingdom,3996.273333333333,71,3,11988.82,0
C10735,24111.4,3,44,9,India,8037.133333333334,40,3,24111.4,1
C10736,17749.75,3,21,8,India,5916.583333333333,124,3,17749.75,1
C10737,10328.740000000002,1,14,7,United Kingdom,10328.740000000002,146,1,10328.740000000002,2
C10738,24838.989999999998,4,44,12,United Kingdom,6209.7474999999995,22,4,24838.989999999998,1
C10739,53240.09,5,60,15,United Kingdom,10648.018,70,5,53240.09,1
C10740,8313.900000000001,1,18,2,United Kingdom,8313.900000000001,141,1,8313.900000000001,2
C10741,11286.86,1,14,3,India,11286.86,117,1,11286.86,0
C10742,7221.88,1,14,4,EIRE,7221.88,227,1,7221.88,2
C10743,1363.08,1,4,1,United Kingdom,1363.08,170,1,1363.08,2
C10744,20528.29,4,20,6,India,5132.0725,124,4,20528.29,1
C10745,17365.39,1,20,6,United Kingdom,17365.39,44,1,17365.39,0
C10747,5699.16,2,5,3,France,2849.58,34,2,5699.16,0
C10748,9813.66,2,9,3,United Kingdom,4906.83,51,2,9813.66,0
C10749,2888.2,2,4,3,United Kingdom,1444.1,189,2,2888.2,2
C10751,7467.97,2,12,6,United Kingdom,3733.985,63,2,7467.97,0
C10752,12936.69,3,20,8,Canada,4312.2300000000005,33,3,12936.69,0
C10754,5791.58,1,6,2,United Kingdom,5791.58,1,1,5791.58,0
C10755,13405.66,3,15,5,Canada,4468.553333333333,27,3,13405.66,0
C10756,1544.13,2,3,3,India,772.065,167,2,1544.13,2
C10757,15159.38,2,25,7,United Kingdom,7579.69,64,2,15159.38,0
C10758,18665.01,2,30,10,United Kingdom,9332.505,20,2,18665.01,0
C10759,1782.79,2,5,2,United Kingdom,891.395,158,2,1782.79,2
C10760,36346.97,3,61,11,United Kingdom,12115.656666666668,109,3,36346.97,1
C10761,20364.72,3,33,9,Germany,6788.240000000001,76,3,20364.72,1
C10762,3509.8,1,10,1,India,3509.8,161,1,3509.8,2
C10763,3308.3100000000004,1,6,3,Germany,3308.3100000000004,313,1,3308.3100000000004,2
C10764,7635.92,2,19,7,United Kingdom,3817.96,108,2,7635.92,0
C10765,4027.15,2,8,6,United Kingdom,2013.575,25,2,4027.15,0
C10766,4945.45,1,9,3,Spain,4945.45,206,1,4945.45,2
C10767,991.4,1,1,1,United Kingdom,991.4,230,1,991.4,2
C10768,22047.12,2,18,5,India,11023.56,230,2,22047.12,2
C10769,19793.82,2,20,4,United Kingdom,9896.91,59,2,19793.82,0
C10770,26441.8,4,38,13,Canada,6610.45,127,4,26441.8,1
C10771,18152.49,1,27,8,India,18152.49,252,1,18152.49,2
C10772,151.94,1,1,1,United Kingdom,151.94,225,1,151.94,2
C10773,37697.55,4,42,11,United Kingdom,9424.3875,123,4,37697.55,1
C10774,7397.5,1,6,2,United Kingdom,7397.5,184,1,7397.5,2
C10775,14303.2,3,31,7,United Kingdom,4767.733333333334,45,3,14303.2,0
C10776,33181.97,3,45,10,United Kingdom,11060.656666666668,29,3,33181.97,1
C10777,31554.68,3,25,9,Singapore,10518.226666666667,168,3,31554.68,1
C10778,29351.39,2,23,7,Spain,14675.695,66,2,29351.39,1
C10779,1168.18,1,2,1,United Kingdom,1168.18,39,1,1168.18,0
C10780,8358.33,2,9,4,United Kingdom,4179.165,40,2,8358.33,0
C10781,7072.74,2,7,4,EIRE,3536.37,273,2,7072.74,2
C10783,47664.98,4,33,12,Germany,11916.245,25,4,47664.98,1
C10785,3823.0199999999995,1,8,4,United Kingdom,3823.0199999999995,266,1,3823.0199999999995,2
C10786,3681.21,4,10,6,EIRE,920.3025,61,4,3681.21,0
C10787,7091.83,1,15,3,Canada,7091.83,37,1,7091.83,0
C10788,1420.62,1,6,2,United Kingdom,1420.62,167,1,1420.62,2
C10789,19457.11,3,22,7,United Kingdom,6485.703333333334,46,3,19457.11,1
C10790,12404.24,2,18,3,United Kingdom,6202.12,19,2,12404.24,0
C10791,14541.599999999999,2,12,6,Spain,7270.799999999999,15,2,14541.599999999999,0
C10792,17808.83,6,49,11,United Kingdom,2968.138333333334,84,6,17808.83,1
C10793,13786.800000000001,3,23,6,Netherlands,4595.6,101,3,13786.800000000001,0
C10794,11945.6,2,13,5,Netherlands,5972.8,164,2,11945.6,2
C10795,9071.880000000001,2,29,6,United Kingdom,4535.9400000000005,36,2,9071.880000000001,0
C10797,1971.32,1,3,2,United Kingdom,1971.32,211,1,1971.32,2
C10799,4674.95,2,13,4,United Kingdom,2337.475,194,2,4674.95,2
C10800,5814.51,2,7,4,EIRE,2907.255,149,2,5814.51,0
C10802,9229.61,1,9,4,United Kingdom,9229.61,122,1,9229.61,0
C10803,4509.68,1,8,4,India,4509.68,25,1,4509.68,0
C10804,22316.41,5,35,13,Singapore,4463.282,73,5,22316.41,1
C10807,666.6,1,2,2,United Kingdom,666.6,298,1,666.6,2
C10808,15029.73,2,20,6,United Kingdom,7514.865,15,2,15029.73,0
C10809,2158.29,1,5,3,United Kingdom,2158.29,136,1,2158.29,2
C10812,383.72,1,1,1,United Kingdom,383.72,170,1,383.72,2
C10813,33984.47,3,35,13,United Kingdom,11328.156666666668,106,3,33984.47,1
C10814,4451.67,1,6,3,India,4451.67,226,1,4451.67,2
C10815,19713.12,1,12,1,United Kingdom,19713.12,185,1,19713.12,2
C10816,5197.49,2,12,6,United Kingdom,2598.745,40,2,5197.49,0
C10818,20491.56,1,18,3,United Kingdom,20491.56,285,1,20491.56,2
C10819,9865.78,2,6,3,Germany,4932.89,197,2,9865.78,2
C10821,45211.340000000004,6,67,13,France,7535.223333333334,22,6,45211.340000000004,1
C10822,16049.630000000001,2,17,7,United Kingdom,8024.8150000000005,225,2,16049.630000000001,2
C10823,7499.65,5,17,6,India,1499.9299999999998,39,5,7499.65,1
C10824,3268.62,1,9,2,EIRE,3268.62,77,1,3268.62,0
C10825,8709.2,3,14,6,Canada,2903.066666666667,138,3,8709.2,0
C10826,13172.41,1,13,4,United Kingdom,13172.41,315,1,13172.41,2
C10827,1577.38,1,4,2,United Kingdom,1577.38,2,1,1577.38,0
C10828,12613.31,3,13,4,United Kingdom,4204.4366666666665,59,3,12613.31,0
C10830,5008.52,1,21,2,Netherlands,5008.52,21,1,5008.52,0
C10831,6124.18,2,10,4,Netherlands,3062.09,271,2,6124.18,2
C10832,2247.3999999999996,1,6,2,United Kingdom,2247.3999999999996,101,1,2247.3999999999996,0
C10833,10581.6,3,11,4,United Kingdom,3527.2000000000003,9,3,10581.6,0
C10834,889.74,2,5,2,United Kingdom,444.87,95,2,889.74,0
C10835,15000.61,1,28,6,Germany,15000.61,318,1,15000.61,2
C10837,30895.86,3,24,10,India,10298.62,82,3,30895.86,1
C10838,7383.76,1,13,7,United Kingdom,7383.76,202,1,7383.76,2
C10839,2609.81,2,13,4,United Kingdom,1304.905,53,2,2609.81,0
C10840,5039.34,1,6,1,Australia,5039.34,166,1,5039.34,2
C10842,24155.04,4,26,11,India,6038.76,122,4,24155.04,1
C10843,606.55,1,1,1,India,606.55,251,1,606.55,2
C10844,30327.96,3,52,10,EIRE,10109.32,48,3,30327.96,1
C10845,18520.739999999998,2,32,5,EIRE,9260.369999999999,267,2,18520.739999999998,2
C10846,33143.27,2,22,6,EIRE,16571.635,9,2,33143.27,1
C10847,3056.76,1,2,1,United Kingdom,3056.76,163,1,3056.76,2
C10850,16796.48,3,32,10,Germany,5598.826666666667,113,3,16796.48,1
